"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/18 4:51:04 PM CET","F","26-35","Centro","Laurea e post laurea","Lavoratore","5","Classici;Fantasy e Avventura;Fantascienza;Giallo e Thriller;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult;Saggi e divulgazione scientifica","Cartaceo;Ebook;Audiolibro","5","Indifferente","Si","Se il libro mi interessa non importa il prezzo","100","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online","70","Mi è indifferente","Più di 10 ore","Instagram;Tiktok;Facebook","Si","Si","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","La comunità ed il fatto di confrontarsi con persone che hanno gusti diversi dai miei e che potevano farmi conoscere nuovi titoli anche fuori dalla mia comfort zone (anche se è abbastanza vasta). In più mi diverte, per mia fortuna ho conosciuto tramite il booktok anche persone meravigliose con cui ho stretto rapporti ","Il contesto è indifferente","Valentina Ghetti","5","2","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/18 4:54:21 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Studente","5","Classici;Fantasy e Avventura;Giallo e Thriller;Romanzo storico;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","13 - 15 Euro","30","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","40","Mi è indifferente","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok","No","Si","Instagram;Tiktok","No","","Si","più di 4 ore","2021","Non sono cambiate, leggo quanto prima","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","Labibliotecadidaphne","5","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:57:59 PM CET","F","26-35","Nord","Laurea e post laurea","Lavoratore","5","Fantasy e Avventura;Young Adult e New Adult;Saggi e divulgazione scientifica","Cartaceo;Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","35","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","40","Su Amazon","Più di 10 ore","Instagram;Tiktok;Facebook","Si","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","più di 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Faccio le orecchiette alle pagine;Utilizzo segnalibri","Si","Avevo appena finito di leggere L’attraversaspecchi e avevo bisogno di confrontarmi con qualcuno che lo avesse letto. Mi sono trovata bene e ho continuato a cercare il confronto sui vari libri ","In completo silenzio","Valentina ghetti","4","3","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/18 5:00:25 PM CET","F","19-25","Nord","Laurea e post laurea","Studente","5","Classici;Fantasy e Avventura;Fantascienza","Cartaceo","4","Indifferente","Si","16 - 20 Euro","20","Li prendo in biblioteca o MLOL;Leggo su wattpad (e simili)","50","Mi è indifferente","dalle 3 alle 6 ore","Instagram","Si","No","Youtube;Instagram","Si","Bookstagram","No","","","","","","","","","","","In completo silenzio","Ilenia Zodiaco e Matteo Fumagalli","3","3","0","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me","Aspetto che la moda sia passata","Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social","Si","",""
"2023/01/18 5:01:07 PM CET","F","14-18","Nord","Diploma","Studente","5","Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","15/20","Li prendo in biblioteca o MLOL","50","Nelle librerie fisiche","dalle 7 alle 10 ore","Youtube;Instagram","No","Si","Instagram","Si","Booktok;Bookstagram","Si","meno di un'ora","2022","Leggevo anche prima ma adesso leggo molto di più","No","","No","","","Dipende dal libro","","Con musica di sottofondo","cercandoneilibri ","4","3","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online","Si","",""
"2023/01/18 5:02:04 PM CET","F","19-25","Sud e Isole","Diploma","Studente","4","Fantasy e Avventura;Romanzo storico;Young Adult e New Adult","Ebook","5","Indifferente","Si","13 - 15 Euro","5","Li scarico da siti online","13","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok;Twitter","No","Si","Instagram;Tiktok","No","","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","No","","","Dipende dal libro","","Il contesto è indifferente","","3","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/18 5:04:34 PM CET","F","14-18","Sud e Isole","Licenza di Scuola Media","Studente","4","Classici;Fantasy e Avventura;Giallo e Thriller","Cartaceo;Audiolibro","5","Nuovi","Si","Se il libro mi interessa non importa il prezzo","credo 40/50","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited)","30","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Prima di conoscere Booktok non leggevo","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","era tutto nuovo per me, libri su tiktok, e me ne sono subito innamorata","In completo silenzio","meg, Daisy watcher, ","5","5","3","Dipende dal libro","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Si","",""
"2023/01/18 5:04:38 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Studente","5","Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","2","Usati","Si","10 - 12 Euro","5","Li scarico da siti online","60","Nelle librerie fisiche","Più di 10 ore","Instagram;Twitter","No","Si","Instagram","No","","Si","meno di un'ora","2021","Non sono cambiate, leggo quanto prima","No","","Sì","Mi aiutano a leggere;Mi sembra di leggere più velocemente;Poter parlare della lettura con altre persone","Utilizzo evidenziatori e sottolineo frasi","No","","Il contesto è indifferente","","4","2","2","No","Si","Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Ne discuti con i tuoi amici e li convinci a non leggerlo","Si","",""
"2023/01/18 5:06:09 PM CET","M","19-25","Sud e Isole","Diploma","Disoccupato","5","Fantasy e Avventura","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","15","Leggo su wattpad (e simili)","40","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","Si","Si","Instagram","Si","Booktok;Bookstagram","Si","3 o 4 ore","2021","Non sono cambiate, leggo quanto prima","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Si","","In completo silenzio","valentina ghetti ","5","2","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social","Si","",""
"2023/01/18 5:08:08 PM CET","F","36-45","Nord","Diploma","Lavoratore","4","Classici;Fantasy e Avventura;Giallo e Thriller;Young Adult e New Adult","Ebook","5","Indifferente","Si","13 - 15 Euro","4","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Leggo su wattpad (e simili)","20","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","dalle 7 alle 10 ore","Instagram","No","Si","Instagram","No","","No","","","","No","","No","","Utilizzo segnalibri","Si","","In completo silenzio","","3","1","0","No","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Ne discuti con i tuoi amici e li convinci a non leggerlo","No","",""
"2023/01/18 5:08:12 PM CET","F","26-35","Nord","Laurea e post laurea","Lavoratore","5","Fantasy e Avventura;Fantascienza;Romanzo storico;Young Adult e New Adult;Saggi e divulgazione scientifica","Cartaceo","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","50","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL","40/70","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok;Facebook","Si","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Sono inutili","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","Sono una professoressa di italiano, sono interessata a capire come motivare al meglio i miei studenti e come avvicinarli alla lettura","Il contesto è indifferente","Vitadaannanas, il piccolo Ruby, la libreria di Josh, la corte d'inchiostro","5","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/18 5:09:35 PM CET","M","14-18","Nord","Diploma","Studente","5","Classici;Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","Se il libro mi interessa non importa il prezzo","200","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","100","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Non sono cambiate, leggo quanto prima","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Scrivo sul libro le mie impressioni","Si","I vari gusti diversi di ciascun lettore e i consigli che ti possono dare","Con musica di sottofondo","La biblioteca di daphne mirkosmith fangirlinlovewithbooks","4","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/18 5:10:41 PM CET","F","meno di 14","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","33","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","50","Nelle librerie fisiche","dalle 7 alle 10 ore","Non uso social","No","Si","Youtube;Tiktok","No","","Si","3 o 4 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Posso parlare di un libro in totale libertà ","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","Vedere se c'erano dei libri interessanti da leggere","Con musica di sottofondo","La biblioteca di Dafne ","5","4","4","Si","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 5:11:03 PM CET","F","14-18","Sud e Isole","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","16 - 20 Euro","79","Leggo su wattpad (e simili)","70","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok;Bookstagram","Si","più di 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Dipende dal libro","Mi sentivo parte di qualcosa, di un interesse comune , quando avevo dubbi oppure volevo confrontarmi con qualcuno sapevo che potevo chiedere lì ","Con musica di sottofondo","Francesca mantice ( fra|booktok) ","4","5","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 5:12:02 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","No","13 - 15 Euro","45","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","40","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok","Si","No","","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Si","ogni volta che vedevo un video riguardante i libri mi incuriosivo sempre di più ","Il contesto è indifferente","sarabooks, labibliotecadidaphe, boogiebookie e altri ","5","4","3","Si","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/18 5:15:04 PM CET","F","26-35","Sud e Isole","Laurea e post laurea","Lavoratore","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","4","Nuovi","No","Se il libro mi interessa non importa il prezzo","60","Leggo su wattpad (e simili)","50","Nelle librerie fisiche","Più di 10 ore","Instagram;Tiktok;Twitter;Facebook","No","Si","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Dipende dal libro","","Il contesto è indifferente","La biblioteca di daphne","3","5","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 5:16:13 PM CET","F","19-25","Nord","Laurea e post laurea","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult;Saggi e divulgazione scientifica","Cartaceo","5","Nuovi","Si","Se il libro mi interessa non importa il prezzo","15","Nessuno di questi","20","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok;Facebook","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","meno di un'ora","2021","Leggevo anche prima ma adesso leggo molto di più","No","","Entro ma alla fine non leggo il libro","","Utilizzo dei post-it per segnare delle frasi;Faccio le orecchiette alle pagine","Dipende dal libro","Sapere che ci sono altre persone pazze che leggono quanto me! Perciò grazie!","In completo silenzio","BoogieBookie","5","5","5","Dipende dal libro","No","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Vendo / scambio il libro","Si","",""
