"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/18 4:15:49 PM CET","F","19-25","Centro","Diploma","Disoccupato","4","Fantasy e Avventura","Cartaceo","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","10","Leggo su wattpad (e simili)","7","Nelle librerie fisiche","1 o 2 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Non sono cambiate, leggo quanto prima","Si","Mi aiutano a leggere","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Dipende dal libro","","Con musica di sottofondo","","4","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online","Scegli un altro libro","Si","",""
"2023/01/18 4:16:01 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","4","Giallo e Thriller;Romanzo rosa e Chick-lit","Cartaceo;Ebook","5","Indifferente","Si","13 - 15 Euro","15","Li scarico da siti online;Leggo su wattpad (e simili)","20","Nelle librerie fisiche","Più di 10 ore","Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","No","","Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Si","","Il contesto è indifferente","","4","4","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","Si","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:16:10 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","30/35","Li scarico da siti online","170","Nelle librerie fisiche","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok;Facebook","No","Si","Tiktok","Si","Booktok","Si","più di 4 ore","2022","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri;scrivo le mie reazioni e sottolineo le frasi ma tutto a matita mai evidenziatori o penne","Si","I libri consigliati mi sono quasi sempre piaciuti e ho trovato anche libri che mi porto nel cuore 
Mi piacciono le recensioni (solo quelle con tanta interpretazione e dove parlano maluccio del libro, le altre mi fanno addormentare)
E mentre leggo mi piace che se cerco su tiktok il personaggio del libro o il libro stesso ci sono video che mi istigano a continuare il libro","Il contesto è indifferente","non ne ho uno ma adoro i tuoi video dove parli come se fossi la protagonista del libro e racconti le varie trame, dopo quei video ho letto un sacco di libri consigliati","4","5","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:16:53 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","3","Fantasy e Avventura;Romanzo rosa e Chick-lit;dark romance","Cartaceo;Ebook","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","15","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","15","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","3 o 4 ore","2022","Prima di conoscere Booktok non leggevo","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","mi aveva colpito la recensione fatta sulla canzone di achille, diventato uno dei miei libri preferiti. 
da lì ho scoperto tanti booktoker fantastici, e spero un giorno di poter raggiungere lo stesso traguardo ","Con musica di sottofondo","la biblioteca di dafne","5","5","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:19:21 PM CET","F","19-25","Nord","Diploma","Studente","3","Romanzo rosa e Chick-lit","Cartaceo;Ebook","5","Nuovi","Si","Se il libro mi interessa non importa il prezzo","10","Li scarico da siti online","15","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","Si","Si","Tiktok","Si","Booktok","Si","3 o 4 ore","2022","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","","5","4","5","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/18 4:20:14 PM CET","F","19-25","Sud e Isole","Diploma","Disoccupato","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","13 - 15 Euro","30","Leggo su wattpad (e simili)","40","Su Amazon","Più di 10 ore","Instagram;Tiktok","Si","No","Youtube;Instagram;Tiktok","No","","Si","tra l'1 o le 2 ore","2021","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","Si","Tanti consigli mirati ","In completo silenzio","Valerytikappa, Lunaeilibri, Regina_dei_libri","4","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Fai un video/post su qualche social;Cerco Fanart, video edit, ne parlo con mio fratello ","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Vendo / scambio il libro;Ci resto malissimo:‘D","Si","",""
"2023/01/18 4:20:44 PM CET","F","19-25","Centro","Diploma","Studente","4","Fantasy e Avventura","Cartaceo","5","Nuovi","Si","21 - 26 Euro","15","Nessuno di questi","40","Nelle librerie fisiche","Più di 10 ore","Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","No","","","Dipende dal libro","","Con musica di sottofondo","","4","3","3","Dipende dal libro","Si","Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:21:11 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","3","Fantasy e Avventura;Romanzo rosa e Chick-lit","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","15","Nessuno di questi","10","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Dipende dal libro","Il fatto che le persone parlassero e avessero creato un grande gruppo per i libri e che portassero dei generi di cui prima non si parlava spesso","Il contesto è indifferente","Francesca ","4","5","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:21:46 PM CET","F","14-18","Sud e Isole","Diploma","Studente","2","Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","15","Leggo su wattpad (e simili)","10","Nelle librerie fisiche","1 o 2 ore","Instagram;Tiktok","No","No","","Si","Booktok;Bookstagram","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi","Dipende dal libro","","Con musica di sottofondo","labibliotecadidaphne","5","4","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:23:44 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Audiolibro","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","40","Leggo in audiolibro;Leggo su wattpad (e simili)","80","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok;Booktube","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo segnalibri","Si","","Il contesto è indifferente","valeghetti","4","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:28:28 PM CET","F","19-25","Centro","Laurea e post laurea","Studente","5","Classici;Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","Se il libro mi interessa non importa il prezzo","80","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","70","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","Più di 10 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","In completo silenzio","","5","5","5","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social;Vendo / scambio il libro","Si","",""
"2023/01/18 4:29:33 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Classici;Fantasy e Avventura;Young Adult e New Adult;Saggi e divulgazione scientifica","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","70-80","Leggo in audiolibro;Li prendo in biblioteca o MLOL","70-75","Nelle librerie indipendenti","dalle 3 alle 6 ore","Instagram;Tiktok;Twitter","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","la maggior parte dei consigli mi sono sempre piaciuti, e mi piace confrontarmi con le altre persone ","In completo silenzio","megi nulla, ma anche tantissimi altri ","3","3","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:29:43 PM CET","F","19-25","Nord","Diploma","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","45","Leggo su wattpad (e simili)","60","Mi è indifferente","Più di 10 ore","Youtube;Instagram;Tiktok","Si","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","meno di un'ora","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","Non conosco persone che leggono e quando ho trovato una parte di TikTok che era proprio la mia parte non ne sono più uscita. Gente che suggerisce libri che magari senza TikTok non avresti neanche letto o percepire l’emozione di un’altra persona che legge è molto emozionante. Cosa che purtroppo non posso avere non conoscendo persone che leggono. ","Il contesto è indifferente","","4","5","3","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/18 4:29:56 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","4","Romanzo rosa e Chick-lit;Romanzo psicologico","Cartaceo;Ebook","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","20","Li prendo in biblioteca o MLOL;Li scarico da siti online;Leggo su wattpad (e simili)","70","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok;Twitter","No","Si","Tiktok","Si","Booktok","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo dei post-it per segnare delle frasi","Dipende dal libro","Il fatto che mi ha motivato a ricominciare a leggere, ho sempre letto molto ma c'è stato un periodo molto buio in cui non facevo assolutamente nulla, il book tok mi ha fatto tornar voglia di leggere","In completo silenzio","","4","5","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:30:15 PM CET","F","19-25","Centro","Diploma","Studente","3","Fantasy e Avventura;Fantascienza;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","15","Nessuno di questi","10","Mi è indifferente","meno di un'ora","Instagram;Tiktok;Twitter;Facebook","No","Si","Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","La biblioteca di Daphne ","4","4","3","Dipende dal libro","Si","Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/18 4:30:49 PM CET","M","19-25","Centro","Laurea e post laurea","Disoccupato","4","Classici;Fantasy e Avventura;Giallo e Thriller;Romanzo storico;Saggi e divulgazione scientifica","Cartaceo","5","Indifferente","Si","16 - 20 Euro","7","Nessuno di questi","7","Nelle librerie fisiche","dalle 3 alle 6 ore","Non uso social","No","No","","No","","No","","","","","","","","","","","In completo silenzio","","1","1","0","No","No","Leggo trame di libri finché non trovo quello che fa per me","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Scegli un altro libro","No","",""
"2023/01/18 4:34:14 PM CET","F","19-25","Centro","Laurea e post laurea","Studente","4","Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit","Cartaceo;Ebook","5","Indifferente","Si","21 - 26 Euro","50","Nessuno di questi","50-60","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo segnalibri","Dipende dal libro","Che mi ha fatto interessare nuovamente alla lettura dopo mesi di blocco del lettore, anche se sono sempre stata una lettrice. E mi ha fatto riscoprire il fantasy senza essere giudicata. ","In completo silenzio","Leggoromance, labibliptecadidaphne, valentina ghetti e qualcuno su booktok uk o America ma non mi ricordo il nome senza guardarlo ","4","4","3","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:35:36 PM CET","F","14-18","Sud e Isole","Licenza di Scuola Media","Studente","3","Classici;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","Se il libro mi interessa non importa il prezzo","20/30","Leggo su wattpad (e simili)","30","Mi è indifferente","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok;Bookstagram;Booktube","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Entro ma alla fine non leggo il libro","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","avere, seppur in modo digitare, delle persone con cui condividere la mia stessa passione","Con musica di sottofondo","Matteo Fumagalli ","4","4","3","Dipende dal libro","Si","Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/18 4:37:58 PM CET","F","14-18","Sud e Isole","Diploma","Studente","3","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","4","Nuovi","Si","13 - 15 Euro","20","Li scarico da siti online;Leggo su wattpad (e simili)","60","Su Amazon","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","più di 4 ore","2022","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","La libreria di daphe ","4","3","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:39:21 PM CET","F","14-18","Centro","Diploma","Studente","4","Fantasy e Avventura;Fantascienza;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","No","21 - 26 Euro","50","Li scarico da siti online","30","Mi è indifferente","1 o 2 ore","Youtube;Instagram;Tiktok","Si","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","più di 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","Entro ma alla fine non leggo il libro","","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","In completo silenzio","","4","4","3","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/18 4:40:27 PM CET","F","26-35","Nord","Diploma","Lavoratore","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","16 - 20 Euro","20","Nessuno di questi","23","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Facebook","No","Si","Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi","Si","","In completo silenzio","","5","4","3","Si","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/18 4:43:44 PM CET","F","19-25","Centro","Diploma","Studente","4","Fantasy e Avventura;Giallo e Thriller;Romanzo storico;Young Adult e New Adult","Cartaceo","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","30","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","25","Nelle librerie fisiche","dalle 3 alle 6 ore","Tiktok","Si","No","","Si","Booktok","Si","tra l'1 o le 2 ore","2020","Non sono cambiate, leggo quanto prima","No","","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","La possibilità di confrontarmi direttamente con lettori a cui interessano gli stessi libri","In completo silenzio","","5","4","3","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/18 4:44:47 PM CET","F","meno di 14","Centro","Licenza Elementare","Studente","4","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit","Cartaceo","5","Nuovi","Si","21 - 26 Euro","20","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","20","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","meno di un'ora","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","La convinzione con cui descrivevano il libro.","Con musica di sottofondo","Francesca Mantice","4","3","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/18 4:46:49 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Studente","3","Classici;Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit","Cartaceo","5","Indifferente","Si","13 - 15 Euro","20","Li scarico da siti online","30","Nelle librerie fisiche","1 o 2 ore","Tiktok;Twitter","No","Si","Tiktok","No","","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Dipende dal libro","","Con musica di sottofondo","libriconfragole","3","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Scegli un altro libro","Si","",""
