"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/17 6:50:58 PM CET","F","19-25","Centro","Diploma","Studente","5","Fantasy e Avventura;Romanzo storico;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","30","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Li scarico da siti online;Leggo su wattpad (e simili)","85","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","No","","Si","3 o 4 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi sembra di leggere più velocemente","No","","Utilizzo segnalibri","Si","","Con musica di sottofondo","","4","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 6:51:07 PM CET","F","19-25","Nord","Diploma","Disoccupato","5","Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","40","Leggo in audiolibro;Li prendo in biblioteca o MLOL","50","Nelle librerie fisiche","Più di 10 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Booktok","Si","3 o 4 ore","2021","Prima di conoscere Booktok non leggevo","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","","Con musica di sottofondo","","5","5","5","Dipende dal libro","No","Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social","Si","",""
"2023/01/17 6:51:09 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","21 - 26 Euro","30","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","40","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Prima di conoscere Booktok non leggevo","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Faccio le orecchiette alle pagine;Utilizzo segnalibri","Si","sono rimasta nel booktok perché c’erano tante persone alle prime armi con i libri come me e perché  i libri che ho letto grazie ad esso mi sono piaciuti molto ","Con musica di sottofondo","","4","5","3","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 6:51:29 PM CET","F","14-18","Sud e Isole","Diploma","Studente","1","Fantasy e Avventura;Young Adult e New Adult;Queer","Cartaceo","5","Nuovi","Si","16 - 20 Euro","6 e/ o 8","Nessuno di questi","5 non lo so veramente ","Mi è indifferente","1 o 2 ore","Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok","No","3 o 4 ore","2021 mi pare","Non sono cambiate, leggo quanto prima","No","Mi fa sentire parte di un gruppo;Che ti senti al sicuro nel tuo posto preferito ","Entro ma alla fine non leggo il libro","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri;Sottolineo con la matita ","Dipende dal libro","Alcune persone che sono dolci e ti invogliano a leggerlo grazie a Fra ho scoperto radio silence e heartstopper w poi altri quasi simile il motivo però con l'aggiunta che ho una crush per loro","Con musica di sottofondo","C'è ne sono tanti Fra, meg, vale, marti e carmelo ecc.","4","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 6:51:56 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Studente","3","Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","8","Li scarico da siti online","6","Mi è indifferente","1 o 2 ore","Youtube;Instagram","No","No","","Si","Bookstagram;Booktube","Si","","","","","","","","","","","In completo silenzio","Ilenia Zodiaco ","4","4","4","No","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 6:52:15 PM CET","F","19-25","Sud e Isole","Diploma","Studente","4","Classici;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","16 - 20 Euro","20","Li scarico da siti online","15","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram","No","","No","","","","","","","","","","","In completo silenzio","","2","3","1","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Ne discuti con i tuoi amici e li convinci a non leggerlo","Si","",""
"2023/01/17 6:52:25 PM CET","F","19-25","Sud e Isole","Diploma","Studente","5","Classici;Fantasy e Avventura;Romanzo storico;Distopico","Cartaceo","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","50","Nessuno di questi","40","Nelle librerie indipendenti","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","","In completo silenzio","","5","3","2","No","Si","Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Si","",""
"2023/01/17 6:52:52 PM CET","NB","14-18","Nord","Licenza di Scuola Media","Studente","4","Classici;Fantasy e Avventura;Young Adult e New Adult;Saggi e divulgazione scientifica","Cartaceo","5","Indifferente","Si","16 - 20 Euro","non ci ho mai pensato ma piu o meno 50?","Leggo in audiolibro;Li prendo in biblioteca o MLOL;Li scarico da siti online","30??","Nelle librerie indipendenti","dalle 7 alle 10 ore","Instagram","Si","Si","Youtube;Instagram;Tiktok","Si","Bookstagram;Booktube","Si","tra l'1 o le 2 ore","2020 duemilaeventi","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Faccio le orecchiette alle pagine","Dipende dal libro","","Il contesto è indifferente","","4","2","1","No","No","Leggo trame di libri finché non trovo quello che fa per me","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Vendo / scambio il libro","Si","",""
"2023/01/17 6:56:35 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Romanzo storico;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","Se il libro mi interessa non importa il prezzo","20","Li prendo in biblioteca o MLOL","30","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram","No","Si","Youtube;Instagram","Si","Bookstagram;Booktube","No","","","","No","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","No","","In completo silenzio","","3","2","1","No","Si","Leggo trame di libri finché non trovo quello che fa per me","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 6:56:50 PM CET","F","26-35","Nord","Laurea e post laurea","Lavoratore","5","Classici;Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Usati","Si","13 - 15 Euro","150","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Li scarico da siti online","80","Su Amazon","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","meno di un'ora","2020","Non sono cambiate, leggo quanto prima","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","","Il contesto è indifferente","Arcadia ","5","1","0","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Fai un video/post su qualche social;Vendo / scambio il libro","Si","",""
"2023/01/17 6:58:35 PM CET","F","14-18","Sud e Isole","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit","Cartaceo","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","70","Leggo in audiolibro;Li scarico da siti online;Leggo su wattpad (e simili)","60","Nelle librerie fisiche","Più di 10 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","Ho scoperto delle persone veramente gentili e interessanti ","Il contesto è indifferente","La Biblioteca Di Daphne","5","5","4","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 6:59:33 PM CET","M","26-35","Sud e Isole","Diploma","Disoccupato","5","Classici;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","60","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","50","Mi è indifferente","1 o 2 ore","Instagram;Twitter;Facebook","Si","Si","Instagram","Si","Bookstagram","Si","meno di un'ora","2020","Non sono cambiate, leggo quanto prima","No","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","","3","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Ne discuti con amici conosciuti online;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Scegli un altro libro","No","",""
"2023/01/17 6:59:57 PM CET","F","26-35","Nord","Laurea e post laurea","Lavoratore","5","Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","5","Indifferente","Si","10 - 12 Euro","30","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited)","20","Mi è indifferente","dalle 3 alle 6 ore","Instagram","Si","No","Instagram","Si","Bookstagram","No","","","","","","No","","Faccio le orecchiette alle pagine","Dipende dal libro","","Il contesto è indifferente","","3","1","2","Dipende dal libro","Si","Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista","No","",""
"2023/01/17 7:00:23 PM CET","F","19-25","Nord","Diploma","Studente","4","Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","No","16 - 20 Euro","50","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","50","Nelle librerie fisiche","Più di 10 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","","Il contesto è indifferente","non saprei scegliere ","4","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online","Si","",""
"2023/01/17 7:00:53 PM CET","F","19-25","Nord","Laurea e post laurea","Studente","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","20","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","30","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","No","No","","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","","In completo silenzio","Leggoromance ","3","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","Si","Leggi o guardi video di recensione online;Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 7:01:12 PM CET","F","26-35","Nord","Diploma","Lavoratore","4","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","4","Indifferente","No","Se il libro mi interessa non importa il prezzo","15","Nessuno di questi","15","Mi è indifferente","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok","No","No","","Si","","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo segnalibri","Si","","In completo silenzio","","3","5","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 7:02:23 PM CET","F","19-25","Nord","Diploma","Studente","4","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","16 - 20 Euro","30","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Li scarico da siti online;Leggo su wattpad (e simili)","40","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","Ho trovato persone che hanno i miei stessi gusti letterari e mi risulta più facile e veloce trovare libri che possano piacermi","Il contesto è indifferente","","5","3","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online","Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 7:02:30 PM CET","F","19-25","Nord","Laurea e post laurea","Studente","3","Fantascienza;Giallo e Thriller;Romanzo storico;Romanzo rosa e Chick-lit","Cartaceo;Ebook;Audiolibro","4","Indifferente","Si","16 - 20 Euro","20","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online","6","Mi è indifferente","1 o 2 ore","Instagram;Tiktok;Twitter","No","Si","Instagram;Tiktok;Twitter","No","","Si","meno di un'ora","2020","Leggevo anche prima ma adesso leggo molto di più","No","","Entro ma alla fine non leggo il libro","","sottolineo a matita o sul kindle","Dipende dal libro","","Con musica di sottofondo","","2","3","1","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 7:03:05 PM CET","F","26-35","Nord","Laurea e post laurea","Lavoratore","3","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","3","Nuovi","No","16 - 20 Euro","12/15","Nessuno di questi","12/15","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok;Facebook","No","Si","Instagram;Tiktok","Si","Booktok","Si","3 o 4 ore","2021","Prima di conoscere Booktok non leggevo","No","","No","","Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","La biblioteca di dafne, Rokia","3","4","4","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
