"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/17 5:33:09 PM CET","F","19-25","Centro","Diploma","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","13 - 15 Euro","15","Li scarico da siti online","130","Nelle librerie fisiche","Più di 10 ore","Youtube;Instagram","No","Si","Instagram","Si","Bookstagram","No","","","","","","","","","","","In completo silenzio","","5","5","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Scegli un altro libro","Si","",""
"2023/01/17 5:33:25 PM CET","F","26-35","Centro","Laurea e post laurea","Studente","5","Fantasy e Avventura","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","15","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online","45","Su Amazon","dalle 7 alle 10 ore","Instagram;Facebook","No","No","","Si","Bookstagram","No","","","","","","","","","","","Il contesto è indifferente","","4","4","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Scegli un altro libro","Si","",""
"2023/01/17 5:33:37 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","16 - 20 Euro","50","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","75","Nelle librerie fisiche","Più di 10 ore","Instagram","Si","Si","Instagram","Si","Bookstagram","No","","","","","","","","","","","Il contesto è indifferente","Boh","5","4","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/17 5:34:48 PM CET","F","26-35","Nord","Diploma","Disoccupato","3","Fantasy e Avventura;Giallo e Thriller;Young Adult e New Adult","Cartaceo;Ebook","4","Indifferente","Si","13 - 15 Euro","15","Li scarico da siti online","10","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok;Facebook","No","Si","Instagram","Si","Bookstagram","Si","meno di un'ora","2022","Leggo meno di prima","No","","No","","Utilizzo segnalibri","Si","","Con musica di sottofondo","","3","3","3","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","Si","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 5:34:55 PM CET","F","36-45","Centro","Diploma","Lavoratore","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Ebook","5","Indifferente","Si","Se il libro mi interessa non importa il prezzo","Tra i 25 e i 30","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","Tra in 30 e i 40","Mi è indifferente","Più di 10 ore","Instagram;Tiktok;Facebook","Si","No","","Si","Bookstagram","Si","tra l'1 o le 2 ore","2022","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo dei post-it per segnare delle frasi","Dipende dal libro","","In completo silenzio","","3","3","1","No","Si","Leggo trame di libri finché non trovo quello che fa per me","Aspetto che la moda sia passata","Leggi o guardi video di recensione online;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social","No","",""
"2023/01/17 5:34:58 PM CET","F","19-25","Sud e Isole","Diploma","Studente","1","Giallo e Thriller;Saggi e divulgazione scientifica;biografia di personaggi ","Cartaceo","4","Indifferente","No","Se il libro mi interessa non importa il prezzo","5","Nessuno di questi","5","Mi è indifferente","meno di un'ora","Instagram","No","Si","Instagram","No","","No","meno di un'ora","","","No","","No","","Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","","","In completo silenzio","","1","1","0","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","No","",""
"2023/01/17 5:35:04 PM CET","F","14-18","Sud e Isole","Licenza di Scuola Media","Studente","4","Fantasy e Avventura;Giallo e Thriller;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","10","Nessuno di questi","22","Nelle librerie fisiche","1 o 2 ore","Youtube;Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Bookstagram;Booktube","Si","meno di un'ora","2022","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","Dipende dal libro","All'inizio non ero molto convinta, tant'è che ho disinstallato l'app. Poi mi ho riprovato e se segui le persone giuste ci possono essere dei video molto interessanti","In completo silenzio","","5","4","4","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 5:35:07 PM CET","F","19-25","Nord","Diploma","Studente","3","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","Se il libro mi interessa non importa il prezzo","5","Li prendo in biblioteca o MLOL;Li scarico da siti online;Leggo su wattpad (e simili)","8","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok","No","No","","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo segnalibri","Si","un giorno mi è uscita una ragazza che parlava di libri e sono molto curiosa quindi ho continuato a vederne altri finché lalgoritmo di tik tok mi ha messo nei per te sempre più booktoker e la voglia di leggere tutti quei libri è aumentata. Se non mi fosse uscito quel video probabilmente non avrei conosciuto tutti questi fantastici libri","In completo silenzio","la biblioteca di daphne, asfreeastheoceans e leggoromance ","4","5","4","Dipende dal libro","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;mi deprimo perché sento un vuoto e prima di leggerne un altro possono passare dei giorni","Ne discuti con i tuoi amici e li convinci a non leggerlo;se non mi piace un libro difficilmente lo riesco a finire","Si","",""
"2023/01/17 5:36:18 PM CET","F","36-45","Centro","Laurea e post laurea","Studente","3","Saggi e divulgazione scientifica","Cartaceo","4","Nuovi","No","16 - 20 Euro","1","Nessuno di questi","1","Nelle librerie fisiche","1 o 2 ore","Facebook","No","No","","No","","No","meno di un'ora","","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","Si","","In completo silenzio","","1","1","0","No","No","Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","No","",""
"2023/01/17 5:36:23 PM CET","F","19-25","Sud e Isole","Diploma","Studente","3","Giallo e Thriller;Romanzo rosa e Chick-lit","Cartaceo","5","Indifferente","Si","13 - 15 Euro","20 ","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","40 ","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","No","","No","","No","","","","","","No","","Utilizzo segnalibri","No","","Con musica di sottofondo","","3","2","1","No","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Scegli un altro libro simile","Scegli un altro libro","No","",""
"2023/01/17 5:36:49 PM CET","F","19-25","Sud e Isole","Diploma","Studente","4","Romanzo rosa e Chick-lit","Cartaceo","5","Indifferente","Si","13 - 15 Euro","15","Nessuno di questi","10","Mi è indifferente","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","3 o 4 ore","2021","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","Mi ha consigliato libri che si sono rivelati alla fine davvero interessanti","In completo silenzio","Non ne ho uno preciso ","5","3","4","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 5:37:33 PM CET","F","19-25","Sud e Isole","Diploma","Studente","3","Classici;Romanzo storico;Romanzo rosa e Chick-lit","Cartaceo;Ebook","3","Nuovi","Si","13 - 15 Euro","7","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","15","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok","No","No","","No","","No","","","","","","","","","","","In completo silenzio","","1","2","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 5:37:39 PM CET","F","26-35","Centro","Diploma","Lavoratore","1","Classici;Giallo e Thriller","Cartaceo","1","Usati","Si","Se il libro mi interessa non importa il prezzo","0","Li prendo in biblioteca o MLOL","0","Mi è indifferente","1 o 2 ore","Instagram;Facebook","No","No","","No","","No","","","","No","","No","","Utilizzo segnalibri","Si","","In completo silenzio","","1","1","0","No","No","Consigli di amici","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Ne discuti con i tuoi amici e li convinci a non leggerlo","No","",""
"2023/01/17 5:38:07 PM CET","F","19-25","Centro","Diploma","Studente","3","Classici;Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","30","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","50","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram","Si","No","Instagram","Si","Bookstagram","No","","","","","","","","","","","Con musica di sottofondo","","5","4","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/17 5:38:09 PM CET","F","26-35","Nord","Diploma","Lavoratore","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","21 - 26 Euro","50 ","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited)","70","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","più di 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni","Si","Le tante persone che parlano di libri come me ","Con musica di sottofondo","Labibliotecadidaphne ( Meg) Valentina ghetti e tanti altri ","5","5","4","Dipende dal libro","Si","Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social;Vendo / scambio il libro","Si","",""
"2023/01/17 5:38:51 PM CET","F","26-35","Sud e Isole","Diploma","Studente","4","Classici;Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Ebook","3","Indifferente","Si","13 - 15 Euro","8","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL","70","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok;Facebook","No","Si","Tiktok","No","","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fanno compagnia ","Sì","Mi aiutano a leggere","","Dipende dal libro","","Il contesto è indifferente","Valentina Ghetti","5","4","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 5:38:56 PM CET","F","26-35","Nord","Diploma","Lavoratore","5","Fantasy e Avventura;Giallo e Thriller;Romanzo storico;Horror","Cartaceo","5","Indifferente","Si","16 - 20 Euro","60","Li prendo in biblioteca o MLOL","45","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok;Litsy e goodreads","No","Si","Litsy e goodreads","Si","Booktok","Si","meno di un'ora","2021","Non sono cambiate, leggo quanto prima","Si","Mi fa sentire parte di un gruppo","Sì","Mi da modo di conoscere, talvolta anche apprezzare, titoli a cui forse non mi sarei mai approcciata","Utilizzo segnalibri;Ho un quaderno a parte per le frasi preferite ","Dipende dal libro","La biblioteca di daphne è Francesca De Cecchi","In completo silenzio","Francesca De Cecchi, la biblioteca di daphne, gaia lorusso e sono solo ambra","4","2","0","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Vendo / scambio il libro","Si","",""
"2023/01/17 5:39:00 PM CET","F","19-25","Sud e Isole","Diploma","Studente","4","Fantasy e Avventura;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","Se il libro mi interessa non importa il prezzo","10","Leggo su wattpad (e simili)","20","Mi è indifferente","dalle 7 alle 10 ore","Youtube;Instagram","No","No","","Si","Bookstagram","No","","","","No","","No","","Faccio le orecchiette alle pagine;Utilizzo segnalibri","Si","Parlando di instagram, mi fa piacere capire di avere interessi comuni con altre persone","Il contesto è indifferente","","3","4","3","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 5:39:05 PM CET","F","26-35","Sud e Isole","Laurea e post laurea","Studente","3","Romanzo rosa e Chick-lit","Cartaceo;Ebook","4","Indifferente","Si","13 - 15 Euro","20","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","20","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok;Facebook","No","No","","No","","No","tra l'1 o le 2 ore","","","No","","No","","Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","","4","1","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Scegli un altro libro simile","Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 5:39:06 PM CET","F","19-25","Centro","Diploma","Studente","3","Classici;Fantasy e Avventura;Fantascienza;Giallo e Thriller;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","21 - 26 Euro","5","Nessuno di questi","6","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Twitter;Facebook","No","No","Instagram","No","","Si","","2022","","No","","No","","Sottolineo a matita e scrivo i numeri delle pagine sottolineate nella prima pagina vuota, così da poterle trovare velocemente in futuro","Dipende dal libro","","Il contesto è indifferente","","4","1","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile;Rifletto tra me e me ","Scegli un altro libro;Vendo / scambio il libro","No","",""
"2023/01/17 5:39:19 PM CET","F","19-25","Nord","Laurea e post laurea","Lavoratore","3","Fantasy e Avventura;Fantascienza;Romanzo storico","Cartaceo;Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","10","Li scarico da siti online","15","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Telegram","No","Si","Instagram;Telegram","No","","No","","","","","","","","","","","Il contesto è indifferente","Jessyblonde","2","2","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Leggi o guardi video di recensione online;Scegli un altro libro simile;Lo racconto ad amici","Lo racconto ad amici","No","",""
"2023/01/17 5:39:48 PM CET","F","19-25","Centro","Laurea e post laurea","Studente","4","Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","4","Nuovi","No","Se il libro mi interessa non importa il prezzo","30","Li prendo in biblioteca o MLOL;Li scarico da siti online;Leggo su wattpad (e simili)","25","Mi è indifferente","dalle 7 alle 10 ore","Instagram","No","Si","Instagram","No","","Si","","","","","","","","Utilizzo evidenziatori e sottolineo frasi","Si","","In completo silenzio","","5","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 5:41:08 PM CET","F","19-25","Nord","Diploma","Studente","5","Romanzo rosa e Chick-lit;Young Adult e New Adult","Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","10","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","40","Mi è indifferente","dalle 7 alle 10 ore","Youtube;Instagram","No","Si","Instagram","No","","No","","","","","","","","","","","In completo silenzio","","2","4","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 5:42:00 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","3","Fantasy e Avventura","Cartaceo","5","Usati","No","Se il libro mi interessa non importa il prezzo","50","Nessuno di questi","60","Mi è indifferente","dalle 7 alle 10 ore","Instagram","Si","Si","Instagram","Si","Bookstagram","No","","","","","","","","","","","In completo silenzio","","5","4","4","Dipende dal libro","No","Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/17 5:42:21 PM CET","F","36-45","Sud e Isole","Laurea e post laurea","Lavoratore","5","Classici;Romanzo storico","Ebook","5","Indifferente","Si","21 - 26 Euro","40","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online","50","Mi è indifferente","Più di 10 ore","Instagram;Facebook","Si","Si","Instagram;Facebook","Si","Alcune pagine Fb","No","","","","","","","","Utilizzo evidenziatori e sottolineo frasi","Dipende dal libro","","Il contesto è indifferente","","1","1","0","No","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","No","",""
"2023/01/17 5:42:35 PM CET","F","26-35","Sud e Isole","Diploma","Studente","4","Classici;Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","5","Indifferente","Si","16 - 20 Euro","20","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online","25","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Facebook","No","Si","Youtube;Instagram;Facebook","Si","Bookstagram;Booktube","No","","","Non sono cambiate, leggo quanto prima","No","","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","","In completo silenzio","Fangirlinlovewiththebooks","4","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 5:42:39 PM CET","F","26-35","Nord","Diploma","Lavoratore","4","Romanzo rosa e Chick-lit","Cartaceo;Ebook","5","Indifferente","Si","10 - 12 Euro","15","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","40","Su Amazon","dalle 7 alle 10 ore","Instagram;Tiktok;Facebook","No","No","","Si","Booktok","Si","meno di un'ora","2022","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo segnalibri","Si","","In completo silenzio","Sei tuuuu elisa ❤","3","5","5","Dipende dal libro","Si","Consigli di Bookinfluencer","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 5:42:48 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","5","Classici;Fantasy e Avventura;Young Adult e New Adult;Saggi e divulgazione scientifica","Cartaceo;Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","25","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","150+","Mi è indifferente","Più di 10 ore","Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2017","Non sono cambiate, leggo quanto prima","No","","No","","Non faccio nulla, leggo e basta","Si","Vedere gli occhi delle persone che brillavano parlando di libri","In completo silenzio","Elisa","5","1","0","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 5:42:49 PM CET","M","19-25","Sud e Isole","Diploma","Lavoratore","4","Fantasy e Avventura;Fantascienza;Giallo e Thriller;Romanzo storico","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","30","Nessuno di questi","25/30","Nelle librerie fisiche","Più di 10 ore","Instagram;Facebook","No","Si","Facebook","No","","No","meno di un'ora","","","No","","No","","Utilizzo segnalibri","Si","","In completo silenzio","","2","1","2","No","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Rimango con il libro chiuso in mano guardando la copertina in modo compiaciuto per la storia","Scegli un altro libro","No","",""
"2023/01/17 5:43:10 PM CET","F","19-25","Centro","Diploma","Studente","5","Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","16 - 20 Euro","30","Leggo su wattpad (e simili)","35","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram","Si","No","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","","Il contesto è indifferente","Pinkcloudsbooks ","5","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Si","",""
"2023/01/17 5:43:31 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","5","Classici;Fantasy e Avventura;Fantascienza;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","23","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","100","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram","Si","Si","Instagram","Si","Bookstagram","No","","","","","","","","","","","Con musica di sottofondo","Fangirlinlovewithbooks e anche tu <3","5","4","3","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
